abv,avail,avg_score,beer_name_og,brewery_og,category_og,city_og,ibu,num_of_ratings,state_og,style,style_og
-1,Year-round,3,Birch Wood Ale,Northwoods Brewpub Grill,North American Ale,Eau Claire,-1,8,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
-1,Year-round,2.85,Red Cedar Red,Northwoods Brewpub Grill,North American Ale,Eau Claire,-1,8,Wisconsin,American Amber / Red Ale,American-Style Brown Ale
15.00,Rotating,4.05,Raison D'Extra,Dogfish Head Craft Brewery,North American Ale,Milton,-1,1559,Delaware,Belgian Strong Dark Ale,Dark American-Belgo-Style Ale
4.50,Fall,3.71,Orlio Seasonal Black Lager,Orlio Organic,German Lager,South Burlington,32,17,Vermont,German Schwarzbier,German-Style Schwarzbier
5.20,Rotating,0,Creamation Ale,North Country Brewery,Other Style,Slippery Rock,-1,0,Pennsylvania,American Cream Ale,American-Style Cream Ale or Lager
5.25,Rotating,3.86,North Pleasant Pale Ale,Amherst Brewing Company,North American Ale,Amherst,-1,12,Massachusetts,American Pale Ale (APA),American-Style Pale Ale
5.40,Year-round,3.88,Heather Ale,Amherst Brewing Company,Other Style,Amherst,-1,9,Massachusetts,Scottish Gruit / Ancient Herbed Ale,Herb and Spice Beer
4.00,Year-round,3.72,Bube's Brown Ale,Bube's Brewery,North American Ale,Mount Joy,-1,4,Pennsylvania,English Brown Ale,American-Style Brown Ale
5.16,Year-round,4.38,Holy Cow IPA,The Alchemist,North American Ale,Waterbury,-1,46,Vermont,American IPA,American-Style India Pale Ale
8.00,Year-round,3.95,Wailing Wench,Middle Ages Brewing,,Syracuse,-1,458,New York,American Strong Ale,
4.00,Year-round,3.33,East Coast lager,Cricket Hill,North American Lager,Fairfield,-1,192,New Jersey,American Lager,American-Style Lager
6.00,Year-round,3.65,Big Porch Ale,Bell's Brewery Inc.,North American Ale,Galesburg,-1,77,Michigan,American Amber / Red Ale,American-Style Amber/Red Ale
4.90,Year-round,3.64,Midnight Wit,Legacy Brewing Co.,Belgian and French Ale,Reading,-1,64,Pennsylvania,Belgian Witbier,Belgian-Style White
6.80,Year-round,3.65,Railbender Ale,Erie Brewing Company,British Ale,Erie,-1,822,Pennsylvania,Scottish Ale,Scotch Ale
4.20,Year-round,3.14,Presque Isle Pilsner,Erie Brewing Company,German Lager,Erie,-1,193,Pennsylvania,German Pilsner,German-Style Pilsener
8.50,Spring,3.6,Golden Fleece Maibock,Erie Brewing Company,German Lager,Erie,-1,74,Pennsylvania,German Maibock,German-Style Heller Bock/Maibock
6.90,Year-round,3.62,Acme California IPA,North Coast Brewing Company,North American Ale,Fort Bragg,-1,1262,California,American IPA,American-Style India Pale Ale
5.00,Year-round,3.4,Mackinac Pale Ale,Michigan Brewing,North American Ale,Webberville,-1,100,Michigan,American Pale Ale (APA),American-Style Pale Ale
-1,Year-round,2.98,Hamtramck,Michigan Brewing,North American Lager,Webberville,-1,13,Michigan,American Adjunct Lager,American-Style Lager
10.40,Rotating,4.06,Jahva Imperial Coffee Stout,Southern Tier Brewing Co,North American Ale,Lakewood,-1,1272,New York,American Imperial Stout,American-Style Imperial Stout
10.00,Year-round,4.08,Final Absolution,Dragonmead Microbrewery,Belgian and French Ale,Warren,-1,584,Michigan,Belgian Tripel,Other Belgian-Style Ales
6.00,Year-round,3.27,Broken Paddle,Dragonmead Microbrewery,North American Ale,Warren,-1,24,Michigan,American IPA,American-Style India Pale Ale
5.30,Year-round,3.12,Budweiser American Ale,Anheuser-Busch,North American Ale,Saint Louis,-1,1113,Missouri,American Amber / Red Ale,American-Style Amber/Red Ale
5.00,Year-round,3.63,Engine 5,Pennichuck Brewing Company,North American Ale,Milford,-1,54,New Hampshire,Irish Red Ale,American-Style Amber/Red Ale
7.00,Rotating,3.44,Pecker Wrecker,Rahr & Sons Brewing Company,,Fortworth,-1,96,Texas,American Imperial Pilsner,
14.30,Limited (brewed once),4.31,Venus - Belgian-style Quadrupel,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,30,47,Alaska,Belgian Quadrupel (Quad),Belgian-Style Quadrupel
6.20,Limited (brewed once),3.97,Obamagang Inauguration Ale,Brewery Ommegang,North American Ale,Cooperstown,-1,70,New York,Belgian Dark Ale,American-Style Stout
6.70,Winter,3.79,Baltic Porter,Lancaster Brewing Co.,Irish Ale,Lancaster,-1,27,Pennsylvania,Baltic Porter,Porter
7.50,Rotating,3.83,Helios,Victory Brewing,Belgian and French Ale,Downingtown,-1,1096,Pennsylvania,Belgian Saison,French & Belgian-Style Saison
4.20,Year-round,3.38,Capital Island Wheat,Capital Brewery,Other Style,Middleton,-1,269,Wisconsin,American Pale Wheat Ale,Light American Wheat Ale or Lager
6.70,Limited (brewed once),3.58,Capital Prairie Gold,Capital Brewery,Belgian and French Ale,Middleton,-1,26,Wisconsin,Belgian Strong Pale Ale,Other Belgian-Style Ales
7.50,Rotating,4.12,75 Minute IPA,Dogfish Head Craft Brewery,North American Ale,Milton,-1,3687,Delaware,American IPA,American-Style India Pale Ale
7.20,Year-round,3.25,Midwest IPA,Back Road Brewery,North American Ale,LaPorte,-1,30,Indiana,American IPA,American-Style India Pale Ale
-1,Year-round,3.67,Old Oak Amber Ale,Carver Brewing Co.,North American Ale,Durango,-1,16,Colorado,American Amber / Red Ale,American-Style Amber/Red Ale
6.30,Year-round,4,Fiesta IPA,Santa Fe Brewing Company,North American Ale,Santa Fe,-1,5,New Mexico,American IPA,American-Style India Pale Ale
6.20,Fall,3.87,Hooker Oktoberfest,Thomas Hooker Brewing,German Lager,Bloomfield,16,289,Connecticut,German Märzen / Oktoberfest,German-Style Oktoberfest
5.00,Year-round,3.45,Terrapin Golden Ale,Terrapin Beer Company,Other Style,Athens,-1,451,Georgia,American Cream Ale,American-Style Cream Ale or Lager
-1,Year-round,3.88,Point Of Rocks Pale Ale,Vintage 50 Restaurant and Brew Lounge,North American Ale,Leesburg,-1,6,Virginia,American Pale Ale (APA),American-Style Pale Ale
4.60,Year-round,3.53,Pillar Point Pale Ale,Half Moon Bay Brewing,North American Ale,Princeton by the Sea,-1,13,California,American Pale Ale (APA),American-Style Pale Ale
5.20,Year-round,3.45,Clipper Gold Hefeweizen,Maritime Pacific Brewing,North American Lager,Seattle,-1,10,Washington,German Hefeweizen,American-Style Lager
5.20,Year-round,3.56,Golden Ale,Diamond Knot Brewery & Alehouse,,Mukilteo,-1,5,Washington,American Blonde Ale,
-1,Year-round,3.44,Dutch Girl Lager,Skagit River Brewing,,Mount Vernon,-1,11,Washington,American Adjunct Lager,
7.20,Spring,4,Spring Bock,Engine House #9,German Lager,Tacoma,-1,1,Washington,German Maibock,Traditional German-Style Bock
6.70,Year-round,3.4,Organic India Pale Ale,Fish Brewing Company & Fish Tail Brewpub,North American Ale,Olympia,-1,5,Washington,American IPA,American-Style India Pale Ale
4.60,Year-round,3.41,Chaser Pale,Blackstone Restaurant & Brewery,,Nashville,-1,148,Tennessee,German Kölsch,
5.20,Year-round,3.81,5 Barrel Pale Ale,Odell Brewing,British Ale,Fort Collins,-1,900,Colorado,English Pale Ale,Classic English-Style Pale Ale
8.50,Limited (brewed once),3.91,Vertical Epic 05.05.05,Stone Brewing Co.,,Escondido,-1,319,California,Belgian Strong Dark Ale,
5.50,Year-round,3.11,Dry Heat Hefeweizen,Mudshark Brewing,German Ale,Lake Havasu City,-1,26,Arizona,German Hefeweizen,South German-Style Hefeweizen
5.10,Year-round,3.61,South Park Blonde,21st Amendment Brewery Cafe,North American Ale,San Francisco,-1,34,California,American Blonde Ale,Golden or Blonde Ale
5.30,Year-round,3.64,Alaskan Amber,Alaskan Brewing,British Ale,Juneau,-1,2124,Alaska,German Altbier,Old Ale
6.00,Limited (brewed once),3.56,Fur Rondy,Midnight Sun Brewing Co.,Other Style,Anchorage,-1,11,Alaska,Winter Warmer,Winter Warmer
8.00,Limited (brewed once),3.61,CH-47 Pale Ale,Bethlehem Brew Works,North American Ale,Bethlehem,-1,3,Pennsylvania,American Pale Ale (APA),American-Style Pale Ale
7.00,Year-round,3.8,Weldspatter IPA,Bavarian Barbarian Brewing Company,North American Ale,Williamsport,-1,28,Pennsylvania,American IPA,American-Style India Pale Ale
4.80,Year-round,3.44,Third Coast Beer,Bell's Brewery Inc.,North American Ale,Galesburg,-1,841,Michigan,American Pale Ale (APA),Golden or Blonde Ale
5.00,Winter,3.64,Winter White Ale,Bell's Brewery Inc.,Belgian and French Ale,Galesburg,-1,2413,Michigan,Belgian Witbier,Belgian-Style White
6.30,Rotating,3.72,Jinx,Magic Hat,British Ale,South Burlington,23,621,Vermont,Scotch Ale / Wee Heavy,Scotch Ale
8.10,Rotating,4.06,Samuel Adams Hallertau Imperial Pilsner,Boston Beer Company,,Boston,-1,789,Massachusetts,American Imperial Pilsner,
4.80,Rotating,3.64,Morimoto Black Obi Soba Ale,Rogue Ales,Other Style,Newport,30,389,Oregon,American Black Ale,Fruit Beer
5.90,Rotating,3.81,Domaine DuPage French Country Ale,Two Brothers Brewing,Belgian and French Ale,Warrenville,-1,1570,Illinois,French Bière de Garde,French & Belgian-Style Saison
5.20,Year-round,3.54,Bar Harbor Real Ale,Atlantic Brewing Company,,Bar Harbor,-1,384,Maine,English Brown Ale,
9.50,Fall,3.67,Port Panzer Imperial Pilsner,Port Brewing Company,,San Marcos,-1,188,California,American Imperial Pilsner,
-1,Year-round,3.89,Great Blue Heron Pale Ale,Elk Creek Cafe and Aleworks,North American Ale,Millheim,-1,33,Pennsylvania,English Pale Ale,American-Style Pale Ale
6.50,Fall,3.41,Baron Oktoberfest,Baron Brewing Company,German Lager,Seattle,-1,18,Washington,German Märzen / Oktoberfest,German-Style Oktoberfest
7.50,Winter,3.76,Weyerbacher Fireside Ale,Weyerbacher Brewing Company,,Easton,-1,367,Pennsylvania,Smoke Beer,
5.00,Fall,3.83,Ludwig's Revenge,Roy Pitz Brewing Company,,Chambersburg,-1,70,Pennsylvania,German Rauchbier,
6.00,Year-round,3.55,Village Nut Brown Ale,Oak Creek Brewery,North American Ale,Sedona,-1,49,Arizona,English Brown Ale,American-Style Brown Ale
6.20,Fall,3.78,Shoo-Fly Porter,Lancaster Brewing Co.,Irish Ale,Lancaster,-1,173,Pennsylvania,English Porter,Porter
6.00,Year-round,3.85,Big Nasty Porter,Richbrau Brewing Company,Irish Ale,Richmond,-1,13,Virginia,American Porter,Porter
5.50,Year-round,3.25,Hitman Gold,Valley Brewing Company,North American Ale,Stockton,-1,3,California,American Pale Ale (APA),American-Style Pale Ale
4.00,Year-round,3.56,Valley Brew Pale Wheat,Valley Brewing Company,Other Style,Stockton,-1,4,California,American Pale Wheat Ale,Light American Wheat Ale or Lager
5.80,Year-round,3.8,Dynamo Copper Lager,Metropolitan Brewing,,Chicago,29,232,Illinois,Vienna Lager,
3.90,Rotating,3.78,Anne Bonny Irish Stout,Crabby Larry's Brewpub Steak & Crab House,,Chalfont,-1,1,Pennsylvania,Irish Dry Stout,
7.00,Rotating,3.79,McGilligans IPA,The Livery,North American Ale,Benton Harbor,-1,25,Michigan,American IPA,American-Style India Pale Ale
6.80,Year-round,3.78,Big Swell IPA,Maui Brewing Co.,North American Ale,"Lahaina, Maui",50+,1177,Hawaii,American IPA,American-Style India Pale Ale
6.00,Winter,4.11,Alpha Klaus Xmas Porter,Three Floyds Brewing,Irish Ale,Munster,38,2306,Indiana,American Porter,Porter
3.50,Year-round,2.85,Huckleberry Ale,Coeur d'Alene Brewing Company,Other Style,Coeur d'Alene,-1,24,Idaho,Fruit and Field Beer,Fruit Beer
5.00,Year-round,3.46,Holyoke Dam Ale,Paper City Brewing Company,North American Ale,Holyoke,-1,76,Massachusetts,American Pale Ale (APA),American-Style Pale Ale
7.50,Rotating,3.79,Hopnoxxxious,Walldorff Brew Pub,North American Ale,Hastings,-1,16,Michigan,American IPA,Imperial or Double India Pale Ale
5.00,Year-round,2.44,Tailgate Hefeweizen,Tailgate Beer,German Ale,San Diego,-1,27,California,American Pale Wheat Ale,South German-Style Hefeweizen
5.50,Summer,3.66,Freestyle Pilsner,Santa Fe Brewing Company,German Lager,Santa Fe,-1,175,New Mexico,German Pilsner,German-Style Pilsener
4.00,Year-round,3.48,Wasatch 1st Amendment Lager,Utah Brewers Cooperative,North American Lager,Salt Lake City,-1,50,Utah,American Lager,American-Style Lager
4.60,Year-round,3.48,Strike Out Stout,Cooperstown Brewing Company,North American Ale,Milford,-1,129,New York,English Stout,American-Style Stout
4.80,Year-round,3.23,Buffalo Lager,Flying Bison Brewing,North American Lager,Buffalo,-1,62,New York,American Lager,American-Style Lager
5.70,Spring,3.74,Horizon Red Ale,Summit Brewing,North American Ale,Saint Paul,-1,434,Minnesota,American Amber / Red Ale,American-Style Amber/Red Ale
9.00,Rotating,3.81,Captain's Reserve Imperial IPA,Captain Lawrence Brewing Company,North American Ale,Pleasantville,-1,21,New York,American Imperial IPA,Imperial or Double India Pale Ale
5.70,Year-round,3.27,Michelob Irish Red,Anheuser-Busch,Irish Ale,Saint Louis,-1,148,Missouri,Irish Red Ale,Irish-Style Red Ale
9.40,Rotating,4.29,Barrel-Aged B.O.R.I.S. Imperial Stout,Hoppin Frog Brewery,North American Ale,Akron,-1,2434,Ohio,Russian Imperial Stout,American-Style Imperial Stout
7.00,Fall,3.75,One Oatmeal Stout,Dark Horse Brewing Co.,British Ale,Marshall,-1,1045,Michigan,English Oatmeal Stout,Oatmeal Stout
7.40,Rotating,4.21,Brewhouse Coffee Stout,Central Waters Brewing Company,,Amherst,-1,1025,Wisconsin,American Stout,
5.50,Fall,3.52,Oktoberfest,Blue Point Brewing,German Lager,Patchogue,-1,424,New York,German Märzen / Oktoberfest,German-Style Oktoberfest
6.00,Year-round,3.86,The Public,DC Brau,North American Ale,Washington,-1,901,DC,American Pale Ale (APA),American-Style Pale Ale
7.00,Limited (brewed once),3.51,S.O.S,Abita Brewing Company,German Lager,Abita Springs,-1,5,Louisiana,American Pale Wheat Ale,German-Style Pilsener
-1,Year-round,3.49,Spiced Ale,Yakima Brewing and Malting / Grant's Ales,,Yakima,-1,3,Washington,Herb and Spice Beer,
8.30,Limited (brewed once),3.82,Dark,Red Kettle Brewing,Irish Ale,Encinitas,-1,8,California,American Wild Ale,Porter
-1,Year-round,3.06,Bighorn IPA,Barley Brothers Brewery and Grill,North American Ale,Lake Havasu City,-1,5,Arizona,English India Pale Ale (IPA),American-Style India Pale Ale
4.80,Year-round,2.87,Beachballs Red Ale,Barley Brothers Brewery and Grill,North American Ale,Lake Havasu City,-1,3,Arizona,German Altbier,American-Style Brown Ale
4.50,Summer,3.3,Summer Blonde,River Horse Brewing Company,North American Ale,Lambertville,-1,254,New Jersey,American Blonde Ale,Golden or Blonde Ale
-1,Year-round,3.64,Colorado Trail Nut Brown Ale,Carver Brewing Co.,North American Ale,Durango,-1,10,Colorado,American Brown Ale,American-Style Brown Ale
-1,Year-round,3.8,Flo IPA,Trinity Brewing Company,North American Ale,Colorado Springs,-1,61,Colorado,American IPA,American-Style India Pale Ale
-1,Year-round,3.67,Sunna Wit,Trinity Brewing Company,Belgian and French Ale,Colorado Springs,-1,44,Colorado,Belgian Witbier,Belgian-Style White
6.70,Winter,3.87,Sky Pilot Scotch Ale,Flying Bison Brewing,British Ale,Buffalo,-1,20,New York,Scottish Ale,Scotch Ale
5.80,Rotating,3.99,Duck-Rabbit Schwarzbier,Duck-Rabbit Craft Brewery,German Lager,Farmville,-1,341,North Carolina,German Schwarzbier,German-Style Schwarzbier
7.50,Rotating,0,Manheim Stout,JoBoy's Brew Pub,North American Ale,Manheim,-1,0,Pennsylvania,American Stout,American-Style Stout
7.80,Fall,3.97,Fresh Frog Raw Hop Imperial Pale Ale,Hoppin Frog Brewery,North American Ale,Akron,-1,117,Ohio,American Pale Ale (APA),American-Style Pale Ale
7.00,Winter,3.86,Iron Thistle,Rahr & Sons Brewing Company,British Ale,Fortworth,-1,312,Texas,Scotch Ale / Wee Heavy,Scotch Ale
8.50,Limited (brewed once),3.75,Weyerbacher Juliet,Weyerbacher Brewing Company,German Ale,Easton,-1,36,Pennsylvania,German Altbier,German-Style Brown Ale/Altbier
8.30,Limited (brewed once),4.08,Allagash Fluxus 09,Allagash Brewing,Belgian and French Ale,Portland,-1,102,Maine,Belgian Saison,French & Belgian-Style Saison
4.75,Year-round,3.28,Irish Amber,FINNEGANS,Irish Ale,Minneapolis,-1,181,Minnesota,American Amber / Red Ale,Irish-Style Red Ale
7.00,Limited (brewed once),3.67,Honey Rye Ale,Abita Brewing Company,Other Style,Abita Springs,28,6,Louisiana,Rye Beer,Specialty Honey Lager or Ale
5.00,Rotating,3,Amber Waves of Grain,North Country Brewery,North American Ale,Slippery Rock,-1,6,Pennsylvania,American Amber / Red Ale,American-Style Amber/Red Ale
4.00,Rotating,3.39,Lawnmower,Dogfish Head Craft Brewery,North American Ale,Milton,9,78,Delaware,American Blonde Ale,American-Style Pale Ale
6.66,Rotating,4.16,Mortal Sin,The Alchemist,North American Ale,Waterbury,66,6,Vermont,American Black Ale,American-Style India Pale Ale
4.60,Rotating,3.41,Middle Ages Raspberry Ale,Middle Ages Brewing,Other Style,Syracuse,-1,16,New York,Fruit and Field Beer,Fruit Beer
4.80,Year-round,3.44,Wild Wacky Wit,Moon River Brewing Company,Belgian and French Ale,Savannah,-1,66,Georgia,Belgian Witbier,Belgian-Style White
7.00,Year-round,3.63,Swamp Fox IPA,Moon River Brewing Company,North American Ale,Savannah,-1,137,Georgia,American IPA,American-Style India Pale Ale
6.00,Year-round,3.86,The Captains Porter,Moon River Brewing Company,Irish Ale,Savannah,-1,78,Georgia,American Porter,Porter
5.50,Rotating,4.03,Satellite Stout,Dock Street Beer,North American Ale,West Philly,-1,19,Pennsylvania,American Stout,American-Style Stout
7.10,Year-round,3.77,Hedonism Ale,Legacy Brewing Co.,North American Ale,Reading,-1,159,Pennsylvania,American Amber / Red Ale,American-Style Amber/Red Ale
9.00,Rotating,4,Hoptimus Prime,Legacy Brewing Co.,North American Ale,Reading,-1,263,Pennsylvania,American Imperial IPA,Imperial or Double India Pale Ale
7.80,Fall,3.5,Fallenbock,Erie Brewing Company,German Lager,Erie,-1,95,Pennsylvania,German Doppelbock,German-Style Oktoberfest
4.50,Year-round,3.84,Union Barrel Works Kolsch,Union Barrel Works,,Reamstown,-1,13,Pennsylvania,German Kölsch,
5.00,Year-round,3.68,Nut Brown Ale,Michigan Brewing,North American Ale,Webberville,-1,92,Michigan,English Brown Ale,American-Style Brown Ale
6.50,Limited (brewed once),3.88,Mercury - Belgian Style Small Beer,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,35,23,Alaska,Belgian Dark Ale,Other Belgian-Style Ales
5.00,Limited (brewed once),3.67,Greed,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,-1,26,Alaska,Belgian Pale Ale,Belgian-Style Pale Ale
5.00,Year-round,2.94,Pete's Wicked Strawberry Blonde,Pete's Brewing,Other Style,San Antonio,-1,369,Texas,Fruit and Field Beer,Fruit Beer
4.90,Year-round,3.3,Apricot Wheat,Ithaca Beer Company,Other Style,Ithaca,-1,876,New York,Fruit and Field Beer,Light American Wheat Ale or Lager
4.70,Year-round,3.45,Chautauqua Brew,Southern Tier Brewing Co,North American Ale,Lakewood,-1,45,New York,American Amber / Red Ale,American-Style Amber/Red Ale
10.00,Rotating,3.92,Creme Brulee Imperial Milk Stout,Southern Tier Brewing Co,British Ale,Lakewood,-1,4671,New York,English Sweet / Milk Stout,Sweet Stout
6.00,Year-round,4.08,60 Minute IPA,Dogfish Head Craft Brewery,North American Ale,Milton,60,11837,Delaware,American IPA,American-Style India Pale Ale
5.00,Year-round,3.53,Rowhouse Red,Philadelphia Brewing Co,Belgian and French Ale,Philadelphia,-1,153,Pennsylvania,American Amber / Red Ale,French & Belgian-Style Saison
8.50,Year-round,3.87,Baltic Thunder,Victory Brewing,North American Ale,Downingtown,-1,927,Pennsylvania,Baltic Porter,American-Style Stout
4.40,Limited (brewed once),3.31,Irish Red,Upstream Brewing Old Market,,Omaha,-1,1,Nebraska,Irish Red Ale,
6.40,Winter,3.68,Winter Ale,Alaskan Brewing,Other Style,Juneau,-1,873,Alaska,English Old Ale,Winter Warmer
5.00,Year-round,3.9,Old Whiskers,Midnight Sun Brewing Co.,German Ale,Anchorage,20,14,Alaska,German Hefeweizen,South German-Style Hefeweizen
8.50,Limited (brewed once),3.99,Conspiracy,Midnight Sun Brewing Co.,North American Ale,Anchorage,25,29,Alaska,Belgian Strong Dark Ale,Dark American-Belgo-Style Ale
